CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0373,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,104.73,310.33,No
CUST-0374,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,Two year,No,Electronic check,56.77,58.41,Yes
CUST-0375,Male,0,No,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.83,3835.0,Yes
CUST-0376,Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.45,422.58,Yes
CUST-0377,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.53,268.95,No
CUST-0378,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.92,574.87,No
CUST-0379,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.89,4990.04,No
CUST-0380,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.15,4099.15,No
CUST-0381,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.36,678.37,Yes
CUST-0382,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.66,1064.41,No
CUST-0383,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.11,2384.29,No
CUST-0384,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.55,300.73,Yes
CUST-0385,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.79,2858.06,No
CUST-0386,Female,1,No,Yes,3,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,69.01,197.44,Yes
CUST-0387,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,One year,No,Electronic check,59.03,184.5,No
CUST-0388,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.59,5684.0,Yes
CUST-0389,Male,0,No,Yes,60,Yes,No phone service,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.88,3913.01,No
CUST-0390,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Electronic check,86.1,168.32,Yes
CUST-0391,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.09,99.57,Yes
CUST-0392,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.57,1369.19,No
CUST-0393,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.95,1872.59,No
CUST-0394,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.12,91.05,Yes
CUST-0395,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),85.51,526.44,Yes
CUST-0396,Female,1,No,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.49,5580.66,No
CUST-0397,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.04,141.81,Yes
CUST-0398,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.49,1041.76,Yes
CUST-0399,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.58,3852.34,No
CUST-0400,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.43,546.14,Yes
CUST-0401,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),92.27,188.52,No
CUST-0402,Female,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),90.11,5333.77,No
CUST-0403,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.13,6072.17,No
CUST-0404,Male,0,No,Yes,62,No,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.33,6391.44,No
CUST-0405,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.5,258.4,Yes
CUST-0406,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,One year,Yes,Credit card (automatic),72.8,4937.81,No
CUST-0407,Female,1,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,98.02,1076.22,Yes
CUST-0408,Female,1,Yes,No,56,No,No phone service,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.5,5239.7,Yes
CUST-0409,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),102.09,6851.56,No
CUST-0410,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.43,177.66,No
CUST-0411,Male,1,Yes,Yes,48,Yes,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.37,3451.3,No
CUST-0412,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.83,5852.45,No
CUST-0413,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.58,5304.61,Yes
CUST-0414,Male,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.11,363.8,Yes
CUST-0415,Male,1,No,Yes,67,Yes,No,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),66.75,4406.14,No
CUST-0416,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),102.78,5699.94,No
CUST-0417,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.76,888.66,Yes
CUST-0418,Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.07,57.84,Yes
CUST-0419,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,95.02,4871.44,No
CUST-0420,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.5,5594.59,No
CUST-0421,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.52,5228.3,Yes
CUST-0422,Female,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.87,2609.87,No
CUST-0423,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.61,4989.57,Yes
CUST-0424,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.14,680.27,Yes
CUST-0425,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,99.17,103.64,Yes
CUST-0426,Male,1,No,Yes,63,Yes,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.69,3815.65,No
CUST-0427,Male,0,No,No,1,No,No phone service,DSL,Yes,No,Yes,No,One year,No,Bank transfer (automatic),71.28,70.37,Yes
CUST-0428,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,One year,No,Electronic check,97.12,285.5,Yes
CUST-0429,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.99,6893.91,Yes
CUST-0430,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Mailed check,61.79,518.97,No
CUST-0431,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,87.16,5297.57,No
CUST-0432,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),95.13,4994.82,No
CUST-0433,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56.72,3032.34,Yes
CUST-0434,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Electronic check,104.39,5658.42,No
CUST-0435,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.77,561.88,Yes
CUST-0436,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.07,2567.09,No
CUST-0437,Female,1,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35.5,289.36,No
CUST-0438,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,92.37,967.44,Yes
CUST-0439,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Electronic check,56.32,276.99,No
CUST-0440,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.44,845.81,Yes
CUST-0441,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.7,214.35,Yes
CUST-0442,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.62,6223.28,Yes
CUST-0443,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,73.2,628.33,No
CUST-0444,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.08,265.59,Yes
CUST-0445,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.99,133.39,Yes
CUST-0446,Male,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.88,6013.74,Yes
CUST-0447,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.0,5150.78,Yes
CUST-0448,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.64,705.06,Yes
CUST-0449,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),92.49,4558.65,No
CUST-0450,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,56.62,110.25,No
CUST-0451,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.75,6122.77,Yes
CUST-0452,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,67.0,3928.25,Yes
CUST-0453,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.27,597.22,No
CUST-0454,Female,1,No,No,56,Yes,No phone service,DSL,No,Yes,No,No,One year,Yes,Bank transfer (automatic),68.89,3843.95,No
CUST-0455,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.11,658.48,Yes
CUST-0456,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No,No,Yes,No,One year,Yes,Electronic check,60.69,496.66,Yes
CUST-0457,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.38,6576.86,Yes
CUST-0458,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,86.6,6242.82,No
CUST-0459,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.11,4019.66,No
CUST-0460,Male,0,Yes,Yes,8,Yes,No phone service,DSL,Yes,No,No,No,Two year,Yes,Credit card (automatic),56.84,457.92,Yes
CUST-0461,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,71.69,810.04,Yes
CUST-0462,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.22,33.59,Yes
CUST-0463,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.24,5885.12,Yes
CUST-0464,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.06,173.21,No
CUST-0465,Female,0,No,Yes,51,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.32,2862.23,No
CUST-0466,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card (automatic),89.32,93.13,Yes
CUST-0467,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.56,143.32,No
CUST-0468,Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.25,1438.4,No
CUST-0469,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.29,183.56,Yes
CUST-0470,Female,1,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Electronic check,66.78,4672.16,No
CUST-0471,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,Two year,No,Electronic check,70.8,3468.63,No
CUST-0472,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,Two year,No,Mailed check,68.12,402.44,No
CUST-0473,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,Yes,No,One year,Yes,Mailed check,67.18,324.07,Yes
CUST-0474,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Credit card (automatic),63.24,512.77,No
CUST-0475,Male,0,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Yes,Mailed check,64.48,4042.46,No
CUST-0476,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,93.29,5190.0,No
CUST-0477,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),41.84,247.93,Yes
CUST-0478,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.6,4614.85,No
CUST-0479,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.11,1690.6,No
CUST-0480,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,No,Bank transfer (automatic),98.03,5750.87,No
CUST-0481,Female,0,No,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Electronic check,59.05,3610.12,No
CUST-0482,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,7028.7,No
CUST-0483,Male,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.18,3923.35,No
CUST-0484,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.53,4456.04,Yes
CUST-0485,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.13,750.9,Yes
CUST-0486,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.9,2419.81,No
CUST-0487,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.18,524.19,Yes
CUST-0488,Female,0,No,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.5,4036.29,No
CUST-0489,Male,0,Yes,No,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.34,2573.49,Yes
CUST-0490,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.9,69.34,No
CUST-0491,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,No,Mailed check,91.5,6217.68,No
CUST-0492,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,85.51,861.24,Yes
CUST-0493,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.0,1973.76,Yes
CUST-0494,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.3,174.2,No
CUST-0495,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.69,2747.72,Yes
CUST-0496,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.41,519.68,Yes
CUST-0497,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.54,70.36,Yes
CUST-0498,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,102.46,5018.42,No
CUST-0499,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.27,5429.93,Yes
CUST-0500,Female,0,No,Yes,69,Yes,No phone service,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.43,4182.27,No
CUST-0501,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.18,4897.46,Yes
CUST-0502,Male,0,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.5,2585.77,No
CUST-0503,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.66,234.44,Yes
CUST-0504,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,One year,No,Electronic check,88.84,181.39,Yes
CUST-0505,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.09,4291.46,No
CUST-0506,Male,1,Yes,Yes,7,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,88.96,631.73,No
CUST-0507,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.52,130.31,Yes
CUST-0508,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.41,418.17,Yes
CUST-0509,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,97.45,4594.32,Yes
CUST-0510,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.23,610.29,Yes
CUST-0511,Male,0,No,Yes,6,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),91.22,536.79,No
CUST-0512,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,No,Credit card (automatic),91.4,191.67,Yes
CUST-0513,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.79,327.88,Yes
CUST-0514,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Two year,No,Mailed check,98.6,762.37,Yes
CUST-0515,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Two year,No,Mailed check,86.16,327.61,No
CUST-0516,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),103.58,4843.47,No
CUST-0517,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.45,3881.23,No
CUST-0518,Female,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.99,43.26,No
CUST-0519,Female,0,No,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.43,621.08,Yes
CUST-0520,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.43,5097.29,No
CUST-0521,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.47,5037.25,Yes
CUST-0522,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,One year,No,Bank transfer (automatic),86.62,4291.84,No
CUST-0523,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.5,405.87,Yes
CUST-0524,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.18,5930.83,No
CUST-0525,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,One year,Yes,Mailed check,63.07,4486.93,No
CUST-0526,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,99.05,307.22,No
CUST-0527,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.14,3373.71,No
CUST-0528,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer (automatic),102.06,510.77,No
CUST-0529,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.3,187.48,No
CUST-0530,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.47,5230.73,Yes
CUST-0531,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.71,174.67,Yes
CUST-0532,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.08,312.72,No
CUST-0533,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Mailed check,102.83,1021.27,Yes
CUST-0534,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,88.32,984.52,No
CUST-0535,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),57.99,56.58,No
CUST-0536,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,One year,No,Bank transfer (automatic),96.54,737.72,Yes
CUST-0537,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.15,290.25,No
CUST-0538,Male,1,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.89,168.23,Yes
CUST-0539,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.81,353.0,No
CUST-0540,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.93,337.76,No
CUST-0541,Male,0,Yes,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.93,320.68,Yes
CUST-0542,Female,0,Yes,Yes,1,Yes,No phone service,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.37,66.46,Yes
CUST-0543,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,99.8,523.31,Yes
CUST-0544,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,One year,Yes,Mailed check,63.96,3073.37,No
CUST-0545,Male,0,No,Yes,3,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,73.75,213.01,Yes
CUST-0546,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.73,2315.02,No
CUST-0547,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.16,247.67,Yes
CUST-0548,Female,1,No,Yes,3,Yes,No phone service,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,96.39,294.31,Yes
CUST-0549,Female,1,No,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,68.85,3574.76,No
CUST-0550,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.84,148.28,No
CUST-0551,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Credit card (automatic),102.57,5238.89,No
CUST-0552,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),92.14,471.2,No
CUST-0553,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.0,555.08,Yes
CUST-0554,Female,1,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,59.28,122.95,Yes
CUST-0555,Male,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.76,4268.62,Yes
CUST-0556,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Credit card (automatic),85.86,778.84,No
CUST-0557,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,No,No,Two year,Yes,Credit card (automatic),72.4,3738.45,No
CUST-0558,Female,0,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,68.57,3963.7,No
CUST-0559,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.21,3800.58,No
CUST-0560,Female,0,Yes,No,57,Yes,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,67.29,3646.08,No
